Author_id,Name
372,Barbara Delinsky
373,P. D. James
374,Arthur W. Upfield
375,Christopher Rice
376,Rex Stout
377,Joan Anderson
378,Vance Havner
379,Warren W. Wiersbe
380,Max Lucado
381,Larry Crabb
382,Barry Neil Kaufman
383,Bob Sjogren
384,Frederick J. Moody
385,Neal Pirolo
386,William Sleator
387,Antoine De Saint-Exupery
388,Richard Bach
389,Kevin Sullivan
390,Michele Morgan
391,Scott Cunningham
392,David Allen Hulse
393,Richard Webster
394,Bernard King
395,Pat Hutchins
396,William Shakespeare
397,Roma Gill
398,Melissa Mcclone
399,Cheryl St. John
400,Lewis Carroll
401,Martin Gardner
402,Mark Twain
403,Mary Crow Dog
404,Richard Erdoes
405,Linda Gordon
406,Florence King
407,Alice Sebold
408,Spalding Gray
409,Thomas Harris
410,Edward Rutherfurd
411,Margaret Atwood
412,Dorothy Allison
413,Maya Angelou
414,Edith Wharton
415,Mary Brave Bird
416,John G. Neihardt
417,Vine Deloria Jr.
418,Roland Warren
419,Johnny Molloy
420,James Mccourt
421,Wayne Koestenbaum
422,Elizabeth Wurtzel
423,Bill Bradley
424,Don Miguel Ruiz
425,Paul Lester
426,Leo Tolstoy
427,Simon Nye
428,Robert A Johnson
429,Marc Gascoigne
430,Stephanie Maze
431,Sandra Dallas
432,Anne Mccaffrey
433,David Gemmell
434,Laura Zigman
435,Margaret Truman
436,Mark C. Young
437,Paula Danziger
438,Tony Ross
439,Richard A. Lupoff
440,Bruce Coville
441,Carrie A. Bebris
442,Ellen Carol Dubois
443,Candice F. Ransom
444,Sam Bobrick
445,Julie Stein
446,Price Stern Sloan
447,Anna
448,And Vogel
449,Malvina (Editor) Sewell
450,Marian Leighton
451,Donna K. Grosvenor
452,James L. Stanfield
453,Mary Wollstonecraft Shelley
454,D. J. Arneson
455,Eva Clif
456,Valerie Block
457,Luanne Rice
458,Ellen Gilchrist
459,Tim Gautreaux
460,Richard Russo
461,Jostein Gaarder
462,Anna Quindlen
463,Diane Johnson
464,Wally Lamb
465,Adeline Yen Mah
466,Barbara Ehrenreich
467,Dorothy Dunnett
468,John Lecarre
469,Singer Media Corporation
470,Emily Dickinson
471,Hazel Harrison
472,Joseph Girzone
473,Joseph F. Girzone
474,Lorraine Anderson
475,Ad Hudler
476,Josephine Carlton
477,Ted L. Nancy
478,Jerry Seinfeld
479,Francis Wheen
480,Ellen Rimbauer
481,Joyce Reardon
482,Steven Rimbauer
483,Sidney Sheldon
484,Christopher Moore
485,Pamela Johnson
486,Robert Lacey
487,Tim Dorsey
488,Jodi Compton
489,Elmore Leonard
490,Lynn Coady
491,John Lawton
492,Eileen Yin-Fei Lo
493,Tilden Edwards
494,Vikram Seth
495,Elizabeth Gaskell
496,Elizabeth Porges Watson
497,Anita Diamant
498,Lauren Haney
499,Gerald Stern
500,Martha Grimes
501,Henry James
502,Sarah Orne Jewett
503,William Carlos Williams
504,Rh Value Publishing
505,Harry Kemelman
506,Mil Millington
507,Suzanne G. Farnham
508,Joseph P. Gill
509,R. Taylor Mclean
510,Czeslaw Milosz
511,Margaret Guenther
512,Roberto Juarroz
513,Mary Crow
514,Hans Kmoch
515,Barnie F. Winkelman
516,Emma Mclaughlin
517,Nicola Kraus
518,Paul Jennings
519,Mark E. Neely Jr.
520,Stephen J. Weininger
521,Frank R. Stermitz
522,Larry Katzenstein
523,David Steinman
524,Alfie Kohn
525,Paula Polk Lillard
526,David Lewis
527,Billie Livingston
528,Adele Lang
529,Jen Banbury
530,Patricia Daniels Cornwell
531,Catherine Coulter
532,Dominick Dunne
533,Clive Cussler
534,John Pascal
535,Carl Hiaasen
536,Diane Stevenson
537,Jonathan Safran Foer
538,Francesca Marciano
539,Julia Glass
540,Tawni O'Dell
541,Jennifer Weiner
542,Danielle Steel
543,Leon Hale
544,Russell Banks
545,Samuel Taylor Coleridge
546,Bradley P Warshauer
547,Bradley P. Warshauer
548,Bobbie Ann Mason
549,Karen Robards
550,Emma Lathen
551,Faye Kellerman
552,Jacquelyn Mitchard
553,Diane Mott Davidson
554,Candace Bushnell
555,Kristin Hannah
556,Michael Marshall
557,Allen Widome
558,Wilbur Smith
559,Mike Thaler
560,Jared Lee
561,Michael Slade
562,John Sandford
563,John Camp
564,Tami Hoag
565,Ted Dekker
566,Angela Hunt
567,C. S. Lewis
568,C. S Lewis
569,Will Eisner
570,Robin Cook
571,E. Lynn Harris
572,Linda Goodman
573,Anne Rice
574,Judith Rossner
575,Marilyn French
576,Wayne W. Dyer
577,Armistead Maupin
578,Julie Morgenstern
579,Peter Straub
580,James Maybrick
581,Shirley Harrison
582,Barbara Taylor Bradford
583,Lisa Jackson
584,Sharyn Mccrumb
585,Cokie Roberts
586,Shana Corey
587,Mark Teague
588,Jesse S. Ostrow
589,Charles Shaw
590,Justine Korman
591,Bill Langley
592,Ron Dias
593,Walt Disney P
594,Patricia Reilly Giff
595,Beverly Cleary
596,K.A. Applegate
597,Jane Yolen
598,Golden Books
599,Marvin Miller
600,Craig Boldman
601,H. G. Wells
602,Raymond James
603,Jim Deal
604,Bobbie Kalman
605,Mercedes Lackey
606,Dorothy Gilman
607,Moveon.Org
608,Christopher Finch
609,Charles Frazier
610,Julia Spencer-Fleming
611,Fannie Flagg
612,Laura Ingall Wilder
613,Brooke Zimmer
614,John Fontana
615,Lisa Gardner
616,Tracy Dockray
617,Gertrude Chandler Warner
618,Lynn S. Hightower
619,Eric Schlosser
620,Suzanne Brockmann
621,Gail Carson Levine
622,Frances Kuffel
623,Susan Conant
624,David Schickler
625,Judith Mcnaught
626,Janet Evanovich
627,Sylvia Plath
628,Ilona Koidahl
629,Fern Michaels
630,Betsy Byars
631,Bruce Sterling
632,Sarah Ban Breathnach
633,Alice Hoffman
634,Lisa Scottoline
635,Spencer Johnson
636,Kenneth Blanchard
637,David Feldman
638,Kas Schwan
639,Richard Bausch
640,Katie Fforde
641,James Burke
642,Bliss Broyard
643,Sara Paretsky
644,Charles Webb
645,Elizabeth Benedict
646,Stanley Morison; Brooke Crutchley (Editor); Mike P
647,Henry Miller
648,David Whyte
649,Thomas Cummings
650,Warren Bennis
651,Gretchen M. Spreitze
652,Martha Beck
653,Desmond Tutu
654,Clayborne Carson
655,Kris Shepard
656,Andrew Young
657,Jack Kerouac
658,Ann Charters
659,Martin Buber
660,Walter Kaufmann
661,Niccolò Machiavelli
662,N. H. Thompson
663,Paul Monette
664,Ernest Hemingway
665,Melody Carlson
666,Alisa Kwitney
667,Billie Letts
668,Melissa Bank
669,Rena Kornreich Gelissen
670,Heather Dune Macadam
671,Moon Unit Zappa
672,Ted Mooney
673,Susan Wiggs
674,Gwyn Hyman Rubio
675,Elisabeth Robinson
676,Audrey Niffenegger
677,Tim Farrington
678,Chaim Potok
679,Scott Spencer
680,V. S. Naipaul
681,Jean Giono
682,Anne-Marie Marina-Médiavilla
683,Alain-Fournier
684,Daniel Leuwers
685,Erich Maria Remarque
686,Alzir Hella
687,Olivier Bournac
688,Roy Lewis
689,René Barjavel
690,Alexandra David-Néel
691,Charles Baudelaire
692,Marie-Jeanne Durry
693,Yves Florenn
694,Jacques Chambon
695,Henri Robillot
696,Radiguet
697,Emile Zola
698,Henri Mitterand
699,Willi Glasauer
700,Louis Pergaud
701,Collectif
702,Robert A. (Anson) Heinlein
703,Sten Nadolny
704,Cheryl Benard
705,Edit Schlaffer
706,Christa Wichterich
707,John Blofeld
708,Christine Obbo
709,Peter B Heim
710,Hera Lind
711,Jane Hamilton
712,Jack Higgins
713,Max Allan Collins
714,David Guterson
715,Bernhard Schlink
716,Carol Brown Janeway
717,Eric Jerome Dickey
718,Patricia Gaffney
719,Richard Paul Evans
720,Marc Levy
721,Laney Katz Becker
722,Vladimir Nabokov
723,Jennifer Lauck
724,Joe Keenan
725,Jeanne Ray
726,Tony Parsons
727,Jane Mccafferty
728,Laura Esquivel
729,Cathleen Toelke
730,Carol &Amp; Thomas
731,J.R.R. Tolkien
732,Venise Berry
733,Jan Karon
734,Cormac Mccarthy
735,Carol Higgins Clark
736,Andrew Gross
737,Travis Thrasher
738,John Mcenroe
739,John Kaplan
740,Sally Mandel
741,Linda Lay Shuler
742,Janet Dailey
743,Claude Lanzmann
744,Simone De Beauvoir
745,Lemony Snicket
746,Brett Helquist
747,Matthew Thomas
748,Boris Vian
749,Noël Arnaud
750,Claude Couffon
751,Luis Sepulveda
752,Hubert Selby
753,Jacob Weisberg
754,David Lodge
755,Lily Seafield
756,Philip Ardagh
757,Iain Banks
758,David Crombie
759,John Steinbeck
760,Michael O'Mara
761,Richard Brassey
762,William Vance
763,Jean Van Hamme
764,R. W. Holder
765,From The Editors Of Southwater
766,Bernard Werber
767,Andy Sloss
768,Allan Zola Kronzek
769,Elizabeth Kronzek
770,Charles L Squire
771,Gordon Jarvie
772,Alan Spence
773,Helene Siegel
774,Karen Gillingham
775,A A Milne
776,A. A. Milne
777,Eric Thompson
778,Elizabeth Strout
779,David Sedaris
780,Leslie Feinberg
781,Chris Anne Wolfe
782,Lauren Sanders
783,Gael Baudino
784,Lauren Maddison
785,Carol Anshaw
786,Jean Stewart
787,Emma Donoghue
788,Deborah E. Mcdowell
789,Karen X. Tulchinsky
790,Jill Thompson
791,Jody Seay
792,Manda Scott
793,Jeff Foxworthy
794,Terry Brooks
795,A.C. Crispin
796,Madelyn Arnold
797,Tamora Pierce
798,Carolyn Chute
799,Sara Orwig
800,Melisa Michaels
801,Isobel Bird
802,Frederik Pohl
803,C. M. Kornbluth
804,Vonda Mcintyre
805,John Varley
806,Nancy Garden
807,Nicola Griffith
808,Julie Campbell
809,Lee Smith
810,Jacqueline Woodson
811,Pat Summitt
812,Richard Belzer
813,Nick Hornby
814,Andrew L Johnson
815,Marian Babson
816,Kathleen O'Neal Gear
817,W. Michael Gear
818,Paul Phifer
819,Peter Hoeg
820,Erma Bombeck
821,John Mortimer
822,E.L. Doctorow
823,Simon Schama
824,Frank Waters
825,Karen Hesse
826,Kenneth Oppel
827,S.D. Schindler
828,Carol Ryrie Brink
829,Richard Mantel
830,K. A. Applegate
831,Pauline Baynes
832,Shelly Roberts
833,Diane Duane
834,Carolee Brockman
835,Rachel Roberts
836,Shelley Roberts
837,Lensey Namioka
838,Jackie Eileen Behrend
839,Andrew Clements
840,Brian Selznick
841,Lois Lowry
842,Brother Yun
843,Paul Hattaway
844,Katherine Khodorowsky
845,Milena Moser
846,Patricia Highsmith
847,Gabriele Conrad
848,Lore Straßl
849,Jürgen Speh
850,Till R. Lohmeyer
851,Gabriele
852,Stephen R. Donaldson
853,Todd Herzog
854,Sander Gilman
855,John Borneman
856,Robert S. Mcelvaine
857,Bram Stoker
858,Michael A. Stackpole
859,Langston Hughes
860,Carol Matthews
861,Carole Matthews
862,Jacqueline L. Tobin
863,Raymond G. Dobard
864,Maude S. Wah
865,Marion Zimmer Bradley
866,Andrei Codrescu
867,Carolyne Aarsen
868,Jack Chapman
869,Anthony J Alessandra
870,Charles R Swindoll
871,Orson Scott Card
872,V. A. Howard
873,J. H. Barton
874,Steve Pieczenik
875,Walter P. Wilson
876,Bruce Fries
877,Marty Fries
878,Rush Limbaugh
879,Anne Dingus
880,Kate Chopin
881,Kirk Kazanjian
882,Donald Merriam Allen
883,William R. Maples
884,Michael Browning
885,Carl Hausman
886,Richard Peck
887,Michael Connelly
888,John Lescroart
889,John Jakes
890,Alice Mcdermott
891,Hilary Bailey
892,Howard Fast
893,Jessica Fletcher
894,Donald Bain
895,Eileen Goudge
896,Arnette Lamb
897,Piers A. Jacob
898,Michael Schulte
899,Walter Cronkite
900,Tom Mula
901,Lois Faye Dyer
902,Sharon Lamb
903,Sir Arthur Conan Doyle
904,Agatha Christie
905,Mark Cohen
906,Sherry Shahan
907,Betsy Haynes
908,Helen R. Myers
909,Della Rowland
910,Irving Adler
911,Elizabeth Peters
912,Shirlee Busbee
913,Emily Brontë
914,Frank Peretti
915,John A. Keel
916,Jan Gabriel
917,Rebecca Winters
918,Meg Cabot
919,Tanith Lee
920,Cathy Thacker
921,Richard Burton
922,Beverly Hastings
923,Savinien Cyrano De Bergerac
924,G. Strachan
925,James C. Robertson
926,Teresa Southwick
927,Barbara H. Solomon
928,Judith Guest
929,Sandra Field
930,Helen Brooks
931,Blanche Fisher Wright
932,Blanche Fish Wright
933,George Gately
934,Dean R. Koontz
935,James Lee Burke
936,Michael Chabon
937,Barbara Michaels
938,Norton Juster
939,Jules Feiffer
940,Michael Blake
941,John Bellairs
942,Carole Nelson Douglas
943,William Goldman
944,Marc Reisner
945,Mark Bowden
946,Jonathan Pearce
947,Emily Bronte
948,Alain De Botton
949,Chuck Palahniuk
950,E. Annie Proulx
951,Adam Davies
952,Harry M. Walker
953,Nicholas Evans
954,L.M. Montgomery
955,Hermann Vinke
956,David Mitchell
957,Charles Bukowski
958,Haruki Murakami
959,Jay Rubin
960,Frances Hodgson Burnett
961,Gabriela Dellosso
962,Patricia C. Wrede
963,Jack London
964,Alex Kershaw
965,Bruce Wilkinson
966,David Kopp
967,Malcolm Goodway
968,Ann-Marie Macdonald
969,Linda Howard
970,Sue Miller
971,Sheri S. Tepper
972,Dr. Seuss
973,Theodor Seuss Geisel
974,Tobias Wolff
975,Isaac Bashevis Singer
976,Maurice Sendak
977,Gary Zukav
978,Alfred H. Kelly
979,Herman Belz
980,Winifred A. Harbison
981,John M. Cooper
982,D. S. Hutchinson
983,John M. Coop
984,B Kliban
985,Judy Blunt
986,William Trevor
987,Alice Walker
988,Stephen Gazi
989,Wallace Stegner
990,Don Delillo
991,Ralph Ellison
992,Shel Silverstein
993,Jhumpa Lahiri
994,Liz Trigg
995,Tessa Evelegh
996,Stewart Walton
997,Sally Walto
998,Charles Sullivan
999,Tom Robbins
1000,Ursula Hegi
1001,Samuel Richardson
1002,George Sherburn
1003,Valerie Martin
1004,Gill Farrer-Halls
1005,John Mordock
1006,Myron Korach
1007,Susan Bowes
1008,Diana Gabaldon
1009,Zadie Smith
1010,Natalie Goldberg
1011,Sue Grafton
1012,William J. Kennedy
1013,Bob Shacochis
1014,Randy Alcorn
1015,Nancy Cobb
1016,Connie Grigsby
1017,Margriet De Moor
1018,Helga Van Beuningen
1019,Dale Carnegie
1020,Clifford Stoll
1021,Sandra Cisneros
1022,Gary Paulsen
1023,Marguerite Henry
1024,Wesley Dennis
1025,Sherry Garland
1026,Ann Druyan
1027,Kimberly Kirberger
1028,Ariella Papa
1029,Michael J. Rosen
1030,Dawn Chipman
1031,Pamela Nelson
1032,Mari Florence
1033,Naomi Wax
1034,Shannon Olson
1035,Naylor
1036,Karen Stolz
1037,Clare Naylor
1038,Stephen Chbosky
1039,Margaret Weis
1040,Tracy Hickman
1041,Ivan Doig
1042,Margaret Sayers Peden
1043,Sylvia Nasar
1044,Ha Jin
1045,Elizabeth Laird
1046,Harlan Ellison
1047,Margaret Sayers Peden From The Span
1048,David M. Gitlitz
1049,Dr. Linda Kay Davidson
1050,Wolfgang Hohlbein
1051,Christoph Hein
1052,Gaby Hauptmann
1053,Carolyn See
1054,Christa Wolf
1055,Thomas Brussig
1056,Piers Vitebsky
1057,Christopher A. Weidner
1058,Robert Silverberg
1059,Gabriele Haefs
1060,Christopher Tolkien
1061,H.P. Lovecraft
1062,Pamela Grim
1063,Arthur C. Clarke
1064,Jay Bennett
1065,J. Applegate
1066,Michael J. Straczynski
1067,John Myers Myers
1068,Reay Tannahill
1069,Jack Whyte
1070,Peter Matthiessen
1071,Paul Kent
1072,Robin Mckinley
1073,Patricia Mckillip
1074,Joan Vinge
1075,James
1076,Hank Whittemore
1077,Caroline Hebard
1078,Ellyn Satter
1079,Bill Brittain
1080,August Wilson
1081,Marilynne Robinson
1082,Sigrid Nunez
1083,Paul Auster
1084,Amanda Scott
1085,John Fowles
1086,Fodor'S
1087,A'Lelia Bundles
1088,Dorothy L. Sayers
1089,Jude Deveraux
1090,Anne Morrow Lindbergh
1091,Laurie R. King
1092,Jeanne Duprau
1093,Louise Erdrich
1094,Melinda Haynes
1095,Belle Yang
1096,Carol Shields
1097,Tim Powers
1098,Jean Lorrah
1099,John Beer
1100,Cordula Swoboda Herzog
1101,Barbara Erskine
1102,Annegrit Arens
1103,Susanne Höbel
1104,Hans J. Alpers
1105,Jerome D. Salinger
1106,Hermann Hesse
1107,Claudia Von Zglinicki
1108,Thorsten Futh
1109,Linda Lael Miller
1110,Anna Jennet
1111,Elaine Crawford
1112,Dian
1113,Jane Feather
1114,William R. Forstchen
1115,Spider Robinson
1116,Dennis L. Mckiernan
1117,Rush
1118,Lionel Fenn
1119,Carole Halston
1120,Christine Rimmer
1121,Bj James
1122,Truman Capote
1123,Beth Nimmo
1124,Darrell Scott
1125,Steve Rabey
1126,Johann Wolfgang Von Goethe
1127,Michael Hulse
1128,Michael H
1129,Thomas Elsaesser
1130,Adrian Plass
1131,Bridget Plass
1132,Stephen Quirke
1133,James Herbert
1134,William Sutcliffe
1135,Janosch
1136,Jean De Brunhoff
1137,Jean Debrunhoff
1138,Philippe Fix
1139,Claudia Keller
1140,F. Paul Wilson
1141,Wulf Bergner
1142,Arnold A. Lazarus
1143,Clifford N. Lazarus
1144,Christoph Tr
1145,Clarissa Pinkola Estés
1146,Mascha Rabben
1147,Virginia Allen Jensen
1148,Dorcas Woodbury Haller
1149,John Paul Allen
1150,Alan M. Clark
1151,Hubert Jr Selby
1152,G. B. Trudeau
1153,Gary Larson
1154,Garrison Keillor
1155,Berke Breathed
1156,Barbara Ann Kipfer
1157,Stephen Fried
1158,George Stephanopoulos
1159,Rita Mae Brown
1160,Elaine Showalter
1161,Elaine Showalte
1162,Cornelia Funke
1163,Oliver Latsch
1164,Stan Lee
1165,J Kirby
1166,Camille Paglia
1167,James Kahn
1168,Devra Newberger Speregen
1169,Richard
1170,James Mcbride
1171,Louis Sachar
1172,Adam Mccauley
1173,Eric Van Lustbader
1174,Robert Asprin
1175,B.M. Mooyaart
1176,Eleanor Roosevelt
1177,Marshall Govindan
1178,Nomi Eve
1179,Bruce Catton
1180,William Gibson
1181,Clement Eaton
1182,H.G. Wells
1183,Darrell K. Sweet
1184,Judy Collins
1185,Oliver Sacks
1186,Annette Broadrick
1187,Rachel Cohn
1188,Carolyn Keene
1189,Rachel Naomi Remen
1190,Jayne Ann Krentz
1191,Joan Smith
1192,Kaye Gibbons
1193,Bryn C. Collins
1194,Peter Jennings
1195,Todd Brewster
1196,Eliza Osborne
1197,Howard Norman
1198,John Griesemer
1199,Marly A. Swick
1200,John L'Heureux
1201,Molly Ivins
1202,Forrest Carter
1203,Umberto Eco
1204,Greg Bear
1205,Kathy Reichs
1206,Jeffrey Deaver
1207,Martin Cruz Smith
1208,V.C. Andrews
1209,Stephen Hill
1210,E.W. Heine
1211,Donna Fletcher
1212,Jeanne Larsen
1213,Bari Wood
1214,James Gould Cozzens
1215,Reidar Jonsson
1216,Marianne Ruuth
1217,June Vendall Clark
1218,Robert Reilly
1219,Kem Nunn
1220,Larry King
1221,Ernest J. Gaines
1222,Anne Lamott
1223,Bret Lott
1224,Zora Neale Hurston
1225,Jude Fisher
1226,Salman Rushdie
1227,G. P. Taylor
1228,Bill Bryson
1229,Ron Walotsky
1230,Judy Astley
1231,Roger E. Allen
1232,Margaret Tempest
1233,Maureen Bradley
1234,James Barclay
1235,Kahlil Gibran
1236,Libby Purves
1237,Jane Kirkpatrick
1238,Tess Gerritsen
1239,Olive Ann Burns
1240,Michael Ende
1241,Ralph Manheim
1242,Annie Proulx
1243,Corrie Ten Boom
1244,John Sherrill
1245,Elizabeth Sherrill
1246,Bodie Thoene
1247,Brock Thoene
1248,Marlo Schalesky
1249,Michael Paterniti
1250,Dorothy R. Miller
1251,Steve Martin
1252,Banana Yoshimoto
